Operation;Request time;Response time;#NAME?;the average request time;#VALUE!
SetDeliveryAddress;03.03.23 10:54;03.03.23 10:54;;;
GetItemList;03.03.23 11:07;03.03.23 11:07;;;
GetTrackingData;03.03.23 11:20;03.03.23 11:20;;;
GetItem;03.03.23 11:33;03.03.23 11:33;;;
ModifyItem;03.03.23 11:46;03.03.23 11:46;;;
SendNotification;03.03.23 11:59;03.03.23 11:59;;;
GetItemList;03.03.23 12:12;03.03.23 12:12;;;
GetOrderList;03.03.23 12:37;03.03.23 12:37;;;
SetDeliveryAddress;03.03.23 12:50;03.03.23 12:50;;;
SendNotification;3/3/2023 13:03:26.040;03.03.23 13:03;;;
GetOrder;03.03.23 13:16;03.03.23 13:16;;;
SetPayment;03.03.23 13:29;03.03.23 13:29;;;
ModifyItem;03.03.23 13:41;03.03.23 13:42;;;
GetOrderList;03.03.23 13:54;03.03.23 13:54;;;
GetPaymentMethods;03.03.23 14:07;03.03.23 14:07;;;
SendNotification;03.03.23 14:20;03.03.23 14:20;;;
ModifyOrder;03.03.23 14:33;03.03.23 14:33;;;
GetItemList;03.03.23 14:46;03.03.23 14:46;;;
GetItemList;03.03.23 14:59;03.03.23 14:59;;;
GetItemList;03.03.23 15:11;03.03.23 15:11;;;
SetPayment;03.03.23 15:24;03.03.23 15:24;;;
AddItemToOrder;03.03.23 15:37;03.03.23 15:37;;;
ModifyOrder;3/3/2023 15:50:32.030;03.03.23 15:50;;;
GetOrder;03.03.23 16:03;03.03.23 16:03;;;
GetItem;03.03.23 16:16;03.03.23 16:16;;;
GetItemList;03.03.23 16:29;03.03.23 16:29;;;
ModifyOrder;03.03.23 16:41;03.03.23 16:42;;;
SetDeliveryAddress;03.03.23 16:54;03.03.23 16:54;;;
GetPaymentMethods;03.03.23 17:07;03.03.23 17:07;;;
SendNotification;03.03.23 17:20;03.03.23 17:20;;;
SetDeliveryAddress;03.03.23 17:33;03.03.23 17:33;;;
SetPayment;03.03.23 17:59;03.03.23 17:59;;;
AddItemToOrder;03.03.23 18:11;03.03.23 18:11;;;
SetDeliveryAddress;03.03.23 18:24;03.03.23 18:24;;;
GetPaymentMethods;3/3/2023 18:37:38.020;03.03.23 18:37;;;
SendNotification;03.03.23 18:50;03.03.23 18:50;;;
SetDeliveryAddress;03.03.23 19:03;03.03.23 19:03;;;
GetOrderList;03.03.23 19:16;03.03.23 19:16;;;
Login;03.03.23 19:41;03.03.23 19:41;;;
GetOrderList;03.03.23 19:54;03.03.23 19:54;;;
SendNotification;03.03.23 20:07;03.03.23 20:07;;;
GetOrderList;03.03.23 20:20;03.03.23 20:20;;;
GetTrackingData;3/3/2023 20:33:19.090;03.03.23 20:33;;;
GetPaymentList;03.03.23 20:59;03.03.23 20:59;;;
AddItemToOrder;03.03.23 21:11;03.03.23 21:11;;;
AddItemToOrder;3/3/2023 21:24:44.010;03.03.23 21:24;;;
GetItem;03.03.23 21:37;03.03.23 21:37;;;
GetOrderList;03.03.23 21:50;03.03.23 21:50;;;
GetPaymentList;03.03.23 22:03;03.03.23 22:03;;;
ModifyOrder;03.03.23 22:29;03.03.23 22:29;;;
GetItemList;03.03.23 22:41;03.03.23 22:41;;;
ModifyOrder;03.03.23 22:54;03.03.23 22:54;;;
Login;03.03.23 23:07;03.03.23 23:07;;;
GetItem;3/3/2023 23:20:25.080;03.03.23 23:20;;;
GetOrderList;03.03.23 23:33;03.03.23 23:33;;;
GetItemList;03.03.23 23:46;03.03.23 23:46;;;
GetItem;03.03.23 23:58;03.03.23 23:58;;;
GetTrackingData;4/3/2023 00:11:50.000;04.03.23 00:11;;;
SetPayment;04.03.23 00:37;04.03.23 00:37;;;
GetOrderList;04.03.23 01:03;04.03.23 01:03;;;
ModifyItem;04.03.23 01:16;04.03.23 01:16;;;
GetTrackingData;04.03.23 01:28;04.03.23 01:28;;;
GetPaymentList;04.03.23 01:41;04.03.23 01:41;;;
ModifyItem;04.03.23 01:54;04.03.23 01:54;;;
ModifyItem;4/3/2023 02:07:31.070;04.03.23 02:07;;;
Login;04.03.23 02:20;04.03.23 02:20;;;
ModifyItem;04.03.23 02:33;04.03.23 02:33;;;
SendNotification;04.03.23 02:46;04.03.23 02:46;;;
AddItemToOrder;04.03.23 02:58;04.03.23 02:58;;;
SendNotification;04.03.23 03:11;04.03.23 03:11;;;
Login;04.03.23 03:24;04.03.23 03:24;;;
GetOrder;04.03.23 03:37;04.03.23 03:37;;;
ModifyOrder;04.03.23 03:50;04.03.23 03:50;;;
GetTrackingData;04.03.23 04:03;04.03.23 04:03;;;
AddItemToOrder;04.03.23 04:16;04.03.23 04:16;;;
GetOrder;04.03.23 04:28;04.03.23 04:28;;;
ModifyItem;04.03.23 04:41;04.03.23 04:41;;;
SetDeliveryAddress;4/3/2023 04:54:37.060;04.03.23 04:54;;;
SetDeliveryAddress;04.03.23 05:07;04.03.23 05:07;;;
SendNotification;04.03.23 05:20;04.03.23 05:20;;;
GetItemList;04.03.23 05:33;04.03.23 05:33;;;
AddItemToOrder;04.03.23 05:46;04.03.23 05:46;;;
AddItemToOrder;04.03.23 05:58;04.03.23 05:58;;;
ModifyOrder;04.03.23 06:11;04.03.23 06:11;;;
Login;04.03.23 06:24;04.03.23 06:24;;;
GetItem;04.03.23 06:37;04.03.23 06:37;;;
GetItemList;04.03.23 06:50;04.03.23 06:50;;;
ModifyOrder;04.03.23 07:03;04.03.23 07:03;;;
GetItemList;04.03.23 07:16;04.03.23 07:16;;;
GetOrderList;04.03.23 07:28;04.03.23 07:28;;;
GetItem;4/3/2023 07:41:43.050;04.03.23 07:41;;;
GetPaymentList;04.03.23 07:54;04.03.23 07:54;;;
SendNotification;04.03.23 08:07;04.03.23 08:07;;;
GetTrackingData;04.03.23 08:20;04.03.23 08:20;;;
Login;04.03.23 08:45;04.03.23 08:46;;;
ModifyOrder;04.03.23 08:58;04.03.23 08:58;;;
GetPaymentList;04.03.23 09:11;04.03.23 09:11;;;
Login;04.03.23 09:50;04.03.23 09:50;;;
GetTrackingData;04.03.23 10:03;04.03.23 10:03;;;
GetOrder;4/3/2023 10:28:49.040;04.03.23 10:28;;;
GetPaymentList;04.03.23 10:41;04.03.23 10:41;;;
GetOrderList;04.03.23 10:54;04.03.23 10:54;;;
GetPaymentMethods;04.03.23 11:07;04.03.23 11:07;;;
AddItemToOrder;04.03.23 11:20;04.03.23 11:20;;;
GetItem;04.03.23 11:33;04.03.23 11:33;;;
ModifyOrder;04.03.23 11:45;04.03.23 11:46;;;
GetTrackingData;04.03.23 11:58;04.03.23 11:58;;;
GetPaymentMethods;04.03.23 12:11;04.03.23 12:11;;;
Login;04.03.23 12:37;04.03.23 12:37;;;
SendNotification;04.03.23 12:50;04.03.23 12:50;;;
AddItemToOrder;04.03.23 13:03;04.03.23 13:03;;;
SendNotification;4/3/2023 13:15:55.030;04.03.23 13:15;;;
Login;04.03.23 13:28;04.03.23 13:28;;;
GetPaymentMethods;04.03.23 13:41;04.03.23 13:41;;;
GetOrderList;04.03.23 13:54;04.03.23 13:54;;;
GetItem;04.03.23 14:07;04.03.23 14:07;;;
ModifyItem;04.03.23 14:20;04.03.23 14:20;;;
Login;04.03.23 14:33;04.03.23 14:33;;;
ModifyItem;04.03.23 14:45;04.03.23 14:45;;;
GetItem;04.03.23 14:58;04.03.23 14:58;;;
GetOrderList;04.03.23 15:11;04.03.23 15:11;;;
GetItemList;4/3/2023 16:03:01.020;04.03.23 16:03;;;
ModifyOrder;04.03.23 16:15;04.03.23 16:16;;;
AddItemToOrder;04.03.23 16:28;04.03.23 16:28;;;
GetItem;04.03.23 16:41;04.03.23 16:41;;;
GetPaymentList;04.03.23 16:54;04.03.23 16:54;;;
AddItemToOrder;04.03.23 17:07;04.03.23 17:07;;;
GetPaymentMethods;04.03.23 17:20;04.03.23 17:20;;;
GetOrderList;04.03.23 17:32;04.03.23 17:32;;;
SetPayment;04.03.23 17:45;04.03.23 17:45;;;
GetPaymentMethods;4/3/2023 17:58:42.090;04.03.23 17:58;;;
SendNotification;04.03.23 18:11;04.03.23 18:11;;;
AddItemToOrder;04.03.23 18:37;04.03.23 18:37;;;
ModifyItem;4/3/2023 18:50:07.010;04.03.23 18:50;;;
SetDeliveryAddress;04.03.23 19:02;04.03.23 19:02;;;
GetItemList;04.03.23 19:15;04.03.23 19:15;;;
ModifyItem;04.03.23 19:28;04.03.23 19:28;;;
GetOrderList;04.03.23 19:41;04.03.23 19:41;;;
AddItemToOrder;04.03.23 20:07;04.03.23 20:07;;;
SendNotification;04.03.23 20:20;04.03.23 20:20;;;
GetItem;04.03.23 20:32;04.03.23 20:32;;;
ModifyItem;4/3/2023 20:45:48.080;04.03.23 20:45;;;
AddItemToOrder;04.03.23 20:58;04.03.23 20:58;;;
ModifyItem;04.03.23 21:11;04.03.23 21:11;;;
Login;04.03.23 21:24;04.03.23 21:24;;;
SendNotification;4/3/2023 21:37:13.000;04.03.23 21:37;;;
GetOrderList;04.03.23 21:50;04.03.23 21:50;;;
AddItemToOrder;04.03.23 22:02;04.03.23 22:02;;;
GetPaymentList;04.03.23 22:15;04.03.23 22:15;;;
GetPaymentMethods;04.03.23 22:28;04.03.23 22:28;;;
GetItemList;04.03.23 22:41;04.03.23 22:41;;;
SendNotification;04.03.23 22:54;04.03.23 22:54;;;
GetPaymentMethods;04.03.23 23:20;04.03.23 23:20;;;
ModifyOrder;4/3/2023 23:32:54.070;04.03.23 23:32;;;
GetPaymentMethods;04.03.23 23:45;04.03.23 23:45;;;
GetPaymentList;04.03.23 23:58;04.03.23 23:58;;;
GetTrackingData;05.03.23 00:11;05.03.23 00:11;;;
GetItem;05.03.23 00:24;05.03.23 00:24;;;
ModifyOrder;05.03.23 00:37;05.03.23 00:37;;;
GetTrackingData;05.03.23 00:50;05.03.23 00:50;;;
GetPaymentList;05.03.23 01:02;05.03.23 01:02;;;
GetItem;05.03.23 01:15;05.03.23 01:15;;;
GetItemList;05.03.23 01:28;05.03.23 01:28;;;
ModifyItem;05.03.23 01:41;05.03.23 01:41;;;
SetDeliveryAddress;05.03.23 02:07;05.03.23 02:07;;;
GetOrder;5/3/2023 02:20:00.061;05.03.23 02:20;;;
GetPaymentList;05.03.23 02:32;05.03.23 02:32;;;
SetPayment;05.03.23 02:45;05.03.23 02:45;;;
GetItemList;05.03.23 02:58;05.03.23 02:58;;;
GetOrder;05.03.23 03:11;05.03.23 03:11;;;
GetOrder;05.03.23 03:24;05.03.23 03:24;;;
AddItemToOrder;05.03.23 03:37;05.03.23 03:37;;;
Login;05.03.23 03:49;05.03.23 03:49;;;
ModifyOrder;05.03.23 04:02;05.03.23 04:02;;;
Login;05.03.23 04:15;05.03.23 04:15;;;
GetTrackingData;05.03.23 04:28;05.03.23 04:28;;;
SetPayment;05.03.23 04:41;05.03.23 04:41;;;
GetOrderList;05.03.23 04:54;05.03.23 04:54;;;
SendNotification;5/3/2023 05:07:06.051;05.03.23 05:07;;;
GetPaymentMethods;05.03.23 05:19;05.03.23 05:19;;;
SetPayment;05.03.23 05:32;05.03.23 05:32;;;
GetItem;05.03.23 05:45;05.03.23 05:45;;;
GetOrder;05.03.23 05:58;05.03.23 05:58;;;
GetPaymentMethods;05.03.23 06:11;05.03.23 06:11;;;
GetTrackingData;05.03.23 06:37;05.03.23 06:37;;;
GetItemList;05.03.23 06:49;05.03.23 06:49;;;
SetDeliveryAddress;05.03.23 07:02;05.03.23 07:02;;;
SetPayment;05.03.23 07:15;05.03.23 07:15;;;
AddItemToOrder;05.03.23 07:28;05.03.23 07:28;;;
ModifyItem;05.03.23 07:41;05.03.23 07:41;;;
AddItemToOrder;5/3/2023 07:54:12.041;05.03.23 07:54;;;
SetDeliveryAddress;05.03.23 08:07;05.03.23 08:07;;;
Login;05.03.23 08:19;05.03.23 08:19;;;
GetPaymentMethods;05.03.23 08:32;05.03.23 08:32;;;
GetItemList;05.03.23 08:45;05.03.23 08:45;;;
ModifyOrder;05.03.23 08:58;05.03.23 08:58;;;
GetOrderList;05.03.23 09:11;05.03.23 09:11;;;
GetItem;05.03.23 09:24;05.03.23 09:24;;;
GetOrderList;05.03.23 09:49;05.03.23 09:49;;;
ModifyItem;05.03.23 10:02;05.03.23 10:02;;;
Login;05.03.23 10:15;05.03.23 10:15;;;
SetDeliveryAddress;05.03.23 10:28;05.03.23 10:28;;;
ModifyOrder;5/3/2023 10:41:18.031;05.03.23 10:41;;;
SetDeliveryAddress;05.03.23 10:54;05.03.23 10:54;;;
GetOrder;05.03.23 11:07;05.03.23 11:07;;;
GetTrackingData;05.03.23 11:32;05.03.23 11:32;;;
GetPaymentList;05.03.23 11:58;05.03.23 11:58;;;
ModifyOrder;05.03.23 12:11;05.03.23 12:11;;;
GetItem;05.03.23 12:36;05.03.23 12:37;;;
ModifyItem;05.03.23 12:49;05.03.23 12:49;;;
SendNotification;05.03.23 13:15;05.03.23 13:15;;;
GetPaymentList;5/3/2023 13:28:24.021;05.03.23 13:28;;;
GetOrderList;05.03.23 13:41;05.03.23 13:41;;;
SetPayment;05.03.23 13:54;05.03.23 13:54;;;
GetPaymentList;05.03.23 14:19;05.03.23 14:19;;;
GetItemList;05.03.23 14:32;05.03.23 14:32;;;
GetOrder;05.03.23 14:45;05.03.23 14:45;;;
GetItem;05.03.23 14:58;05.03.23 14:58;;;
GetItem;05.03.23 15:11;05.03.23 15:11;;;
GetOrderList;05.03.23 15:36;05.03.23 15:36;;;
ModifyOrder;05.03.23 15:49;05.03.23 15:49;;;
GetItem;05.03.23 16:28;05.03.23 16:28;;;
GetItemList;05.03.23 16:41;05.03.23 16:41;;;
SetDeliveryAddress;05.03.23 16:54;05.03.23 16:54;;;
GetOrderList;05.03.23 17:06;05.03.23 17:06;;;
SendNotification;05.03.23 17:32;05.03.23 17:32;;;
ModifyOrder;05.03.23 17:45;05.03.23 17:45;;;
GetOrderList;5/3/2023 18:11:11.081;05.03.23 18:11;;;
ModifyItem;05.03.23 18:24;05.03.23 18:24;;;
SendNotification;05.03.23 18:36;05.03.23 18:36;;;
GetPaymentList;05.03.23 18:49;05.03.23 18:49;;;
GetItem;5/3/2023 19:02:36.001;05.03.23 19:02;;;
Login;05.03.23 19:15;05.03.23 19:15;;;
ModifyOrder;05.03.23 19:28;05.03.23 19:28;;;
AddItemToOrder;05.03.23 19:41;05.03.23 19:41;;;
GetOrderList;05.03.23 19:54;05.03.23 19:54;;;
SetDeliveryAddress;05.03.23 20:06;05.03.23 20:06;;;
GetPaymentMethods;05.03.23 20:19;05.03.23 20:19;;;
SetPayment;05.03.23 20:45;05.03.23 20:45;;;
ModifyItem;5/3/2023 20:58:17.071;05.03.23 20:58;;;
ModifyOrder;05.03.23 21:11;05.03.23 21:11;;;
SetPayment;05.03.23 21:23;05.03.23 21:24;;;
SetDeliveryAddress;05.03.23 21:36;05.03.23 21:36;;;
GetItemList;05.03.23 21:49;05.03.23 21:49;;;
GetItemList;05.03.23 22:15;05.03.23 22:15;;;
ModifyItem;05.03.23 22:28;05.03.23 22:28;;;
SendNotification;05.03.23 22:41;05.03.23 22:41;;;
GetItemList;05.03.23 22:53;05.03.23 22:53;;;
SendNotification;05.03.23 23:06;05.03.23 23:06;;;
Login;05.03.23 23:19;05.03.23 23:19;;;
SetPayment;05.03.23 23:32;05.03.23 23:32;;;
ModifyOrder;06.03.23 00:11;06.03.23 00:11;;;
GetPaymentMethods;06.03.23 00:23;06.03.23 00:23;;;
ModifyOrder;06.03.23 00:36;06.03.23 00:36;;;
GetItem;06.03.23 00:49;06.03.23 00:49;;;
Login;06.03.23 01:15;06.03.23 01:15;;;
SetDeliveryAddress;06.03.23 01:41;06.03.23 01:41;;;
SetPayment;06.03.23 01:53;06.03.23 01:53;;;
SetDeliveryAddress;06.03.23 02:06;06.03.23 02:06;;;
Login;06.03.23 02:19;06.03.23 02:19;;;
SendNotification;6/3/2023 02:32:29.051;06.03.23 02:32;;;
GetTrackingData;06.03.23 02:45;06.03.23 02:45;;;
GetTrackingData;06.03.23 02:58;06.03.23 02:58;;;
AddItemToOrder;06.03.23 03:11;06.03.23 03:11;;;
SetDeliveryAddress;06.03.23 03:23;06.03.23 03:23;;;
GetTrackingData;06.03.23 03:36;06.03.23 03:36;;;
GetItem;06.03.23 03:49;06.03.23 03:49;;;
SetDeliveryAddress;06.03.23 04:15;06.03.23 04:15;;;
GetPaymentList;06.03.23 04:28;06.03.23 04:28;;;
AddItemToOrder;06.03.23 04:41;06.03.23 04:41;;;
ModifyItem;06.03.23 04:53;06.03.23 04:53;;;
SetPayment;06.03.23 05:45;06.03.23 05:45;;;
Login;06.03.23 05:58;06.03.23 05:58;;;
GetItemList;06.03.23 06:10;06.03.23 06:11;;;
ModifyOrder;06.03.23 06:23;06.03.23 06:23;;;
GetOrder;06.03.23 06:36;06.03.23 06:36;;;
GetTrackingData;06.03.23 06:49;06.03.23 06:49;;;
Login;06.03.23 07:02;06.03.23 07:02;;;
GetOrder;06.03.23 07:15;06.03.23 07:15;;;
SendNotification;06.03.23 07:28;06.03.23 07:28;;;
GetItemList;06.03.23 07:40;06.03.23 07:40;;;
GetPaymentMethods;06.03.23 07:53;06.03.23 07:53;;;
SetPayment;6/3/2023 08:06:41.031;06.03.23 08:06;;;
AddItemToOrder;06.03.23 08:19;06.03.23 08:19;;;
SendNotification;06.03.23 08:32;06.03.23 08:32;;;
SetDeliveryAddress;06.03.23 08:45;06.03.23 08:45;;;
GetPaymentMethods;06.03.23 08:58;06.03.23 08:58;;;
Login;06.03.23 09:10;06.03.23 09:10;;;
Login;06.03.23 09:23;06.03.23 09:23;;;
SetDeliveryAddress;06.03.23 09:36;06.03.23 09:36;;;
ModifyItem;06.03.23 09:49;06.03.23 09:49;;;
GetPaymentMethods;06.03.23 10:02;06.03.23 10:02;;;
SetPayment;06.03.23 10:15;06.03.23 10:15;;;
Login;06.03.23 10:28;06.03.23 10:28;;;
ModifyItem;06.03.23 10:40;06.03.23 10:41;;;
GetOrderList;6/3/2023 10:53:47.021;06.03.23 10:53;;;
GetItemList;06.03.23 11:06;06.03.23 11:06;;;
GetPaymentList;06.03.23 11:19;06.03.23 11:19;;;
GetPaymentMethods;06.03.23 11:32;06.03.23 11:32;;;
SendNotification;06.03.23 11:45;06.03.23 11:45;;;
GetItem;06.03.23 11:58;06.03.23 11:58;;;
GetPaymentMethods;06.03.23 12:10;06.03.23 12:10;;;
Login;06.03.23 12:23;06.03.23 12:23;;;
ModifyOrder;06.03.23 12:36;06.03.23 12:36;;;
GetOrderList;6/3/2023 12:49:28.091;06.03.23 12:49;;;
Login;06.03.23 13:02;06.03.23 13:02;;;
ModifyItem;06.03.23 13:15;06.03.23 13:15;;;
GetOrder;06.03.23 13:28;06.03.23 13:28;;;
ModifyItem;6/3/2023 13:40:53.011;06.03.23 13:41;;;
GetPaymentList;06.03.23 13:53;06.03.23 13:53;;;
GetOrder;06.03.23 14:06;06.03.23 14:06;;;
GetPaymentMethods;06.03.23 14:32;06.03.23 14:32;;;
GetOrderList;06.03.23 14:58;06.03.23 14:58;;;
GetPaymentMethods;06.03.23 15:10;06.03.23 15:10;;;
SendNotification;06.03.23 15:23;06.03.23 15:23;;;
GetOrder;6/3/2023 15:36:34.081;06.03.23 15:36;;;
GetTrackingData;06.03.23 15:49;06.03.23 15:49;;;
ModifyItem;06.03.23 16:02;06.03.23 16:02;;;
AddItemToOrder;06.03.23 16:15;06.03.23 16:15;;;
SetDeliveryAddress;6/3/2023 16:27:59.001;06.03.23 16:27;;;
GetPaymentMethods;06.03.23 16:40;06.03.23 16:40;;;
ModifyOrder;06.03.23 16:53;06.03.23 16:53;;;
GetOrder;06.03.23 17:06;06.03.23 17:06;;;
GetOrderList;06.03.23 17:19;06.03.23 17:19;;;
SetDeliveryAddress;06.03.23 17:32;06.03.23 17:32;;;
GetOrderList;06.03.23 17:45;06.03.23 17:45;;;
SendNotification;06.03.23 17:57;06.03.23 17:57;;;
ModifyItem;6/3/2023 18:23:40.071;06.03.23 18:23;;;
GetItemList;06.03.23 18:36;06.03.23 18:36;;;
AddItemToOrder;06.03.23 18:49;06.03.23 18:49;;;
ModifyOrder;06.03.23 19:02;06.03.23 19:02;;;
GetItemList;06.03.23 19:15;06.03.23 19:15;;;
SetDeliveryAddress;06.03.23 19:27;06.03.23 19:27;;;
GetPaymentList;06.03.23 19:40;06.03.23 19:40;;;
SendNotification;06.03.23 19:53;06.03.23 19:53;;;
GetItemList;06.03.23 20:06;06.03.23 20:06;;;
ModifyOrder;06.03.23 20:19;06.03.23 20:19;;;
GetItemList;06.03.23 20:32;06.03.23 20:32;;;
ModifyItem;06.03.23 20:57;06.03.23 20:57;;;
GetItem;6/3/2023 21:10:46.061;06.03.23 21:10;;;
GetItemList;06.03.23 21:23;06.03.23 21:23;;;
AddItemToOrder;06.03.23 21:36;06.03.23 21:36;;;
GetOrderList;06.03.23 22:02;06.03.23 22:02;;;
GetTrackingData;06.03.23 22:15;06.03.23 22:15;;;
GetOrder;06.03.23 22:27;06.03.23 22:27;;;
GetItemList;06.03.23 22:40;06.03.23 22:40;;;
ModifyOrder;06.03.23 22:53;06.03.23 22:53;;;
GetTrackingData;06.03.23 23:06;06.03.23 23:06;;;
ModifyItem;06.03.23 23:19;06.03.23 23:19;;;
ModifyOrder;06.03.23 23:32;06.03.23 23:32;;;
ModifyOrder;06.03.23 23:45;06.03.23 23:45;;;
SendNotification;6/3/2023 23:57:52.051;06.03.23 23:57;;;
GetPaymentList;07.03.23 00:10;07.03.23 00:10;;;
AddItemToOrder;07.03.23 00:23;07.03.23 00:23;;;
GetItemList;07.03.23 00:36;07.03.23 00:36;;;
GetPaymentMethods;07.03.23 00:49;07.03.23 00:49;;;
GetPaymentMethods;07.03.23 01:02;07.03.23 01:02;;;
GetPaymentMethods;07.03.23 01:14;07.03.23 01:15;;;
GetOrder;07.03.23 01:27;07.03.23 01:27;;;
GetOrder;07.03.23 01:40;07.03.23 01:40;;;
GetTrackingData;07.03.23 02:06;07.03.23 02:06;;;
SetDeliveryAddress;07.03.23 02:19;07.03.23 02:19;;;
SetDeliveryAddress;07.03.23 02:32;07.03.23 02:32;;;
GetItem;7/3/2023 02:44:58.041;07.03.23 02:44;;;
SetPayment;07.03.23 02:57;07.03.23 02:57;;;
GetTrackingData;07.03.23 03:10;07.03.23 03:10;;;
GetTrackingData;07.03.23 03:23;07.03.23 03:23;;;
SetDeliveryAddress;07.03.23 03:36;07.03.23 03:36;;;
SetDeliveryAddress;07.03.23 03:49;07.03.23 03:49;;;
SendNotification;07.03.23 04:02;07.03.23 04:02;;;
AddItemToOrder;07.03.23 04:14;07.03.23 04:14;;;
AddItemToOrder;07.03.23 04:27;07.03.23 04:27;;;
GetPaymentMethods;07.03.23 04:40;07.03.23 04:40;;;
GetItem;07.03.23 04:53;07.03.23 04:53;;;
GetItemList;07.03.23 05:19;07.03.23 05:19;;;
SetPayment;7/3/2023 05:32:04.031;07.03.23 05:32;;;
Login;07.03.23 05:44;07.03.23 05:44;;;
Login;07.03.23 05:57;07.03.23 05:57;;;
SetPayment;07.03.23 06:10;07.03.23 06:10;;;
ModifyOrder;07.03.23 06:23;07.03.23 06:23;;;
GetOrderList;07.03.23 06:36;07.03.23 06:36;;;
GetOrderList;07.03.23 06:49;07.03.23 06:49;;;
SendNotification;07.03.23 07:02;07.03.23 07:02;;;
GetOrderList;07.03.23 07:14;07.03.23 07:14;;;
ModifyOrder;07.03.23 07:27;07.03.23 07:27;;;
SendNotification;07.03.23 07:40;07.03.23 07:40;;;
GetOrderList;07.03.23 07:53;07.03.23 07:53;;;
SendNotification;07.03.23 08:06;07.03.23 08:06;;;
GetPaymentMethods;7/3/2023 08:19:10.021;07.03.23 08:19;;;
SetPayment;07.03.23 08:32;07.03.23 08:32;;;
GetItem;07.03.23 08:57;07.03.23 08:57;;;
GetTrackingData;07.03.23 09:10;07.03.23 09:10;;;
SetDeliveryAddress;07.03.23 09:23;07.03.23 09:23;;;
GetItemList;07.03.23 09:36;07.03.23 09:36;;;
ModifyItem;07.03.23 10:01;07.03.23 10:02;;;
AddItemToOrder;7/3/2023 10:14:51.091;07.03.23 10:14;;;
SetDeliveryAddress;07.03.23 10:40;07.03.23 10:40;;;
SetPayment;07.03.23 10:53;07.03.23 10:53;;;
GetTrackingData;7/3/2023 11:06:16.011;07.03.23 11:06;;;
GetOrder;07.03.23 11:19;07.03.23 11:19;;;
GetTrackingData;07.03.23 11:31;07.03.23 11:31;;;
GetTrackingData;07.03.23 11:44;07.03.23 11:44;;;
AddItemToOrder;07.03.23 11:57;07.03.23 11:57;;;
GetPaymentList;07.03.23 12:10;07.03.23 12:10;;;
SetDeliveryAddress;07.03.23 12:23;07.03.23 12:23;;;
GetPaymentMethods;07.03.23 12:36;07.03.23 12:36;;;
Login;07.03.23 12:49;07.03.23 12:49;;;
GetTrackingData;7/3/2023 13:01:57.081;07.03.23 13:01;;;
GetItem;07.03.23 13:14;07.03.23 13:14;;;
GetTrackingData;0;07.03.23 13:27;;;
SetPayment;07.03.23 13:40;07.03.23 13:40;;;
SendNotification;7/3/2023 13:53:22.001;07.03.23 13:53;;;
SetPayment;07.03.23 14:06;07.03.23 14:06;;;
Login;07.03.23 14:19;07.03.23 14:19;;;
GetPaymentList;07.03.23 14:31;07.03.23 14:31;;;
GetTrackingData;07.03.23 14:44;07.03.23 14:44;;;
GetPaymentList;07.03.23 14:57;07.03.23 14:57;;;
GetItemList;07.03.23 15:23;07.03.23 15:23;;;
AddItemToOrder;07.03.23 15:36;07.03.23 15:36;;;
SetPayment;7/3/2023 15:49:03.071;07.03.23 15:49;;;
GetOrderList;07.03.23 16:14;07.03.23 16:14;;;
AddItemToOrder;07.03.23 16:27;07.03.23 16:27;;;
Login;07.03.23 16:40;07.03.23 16:40;;;
GetItem;07.03.23 16:53;07.03.23 16:53;;;
ModifyItem;07.03.23 17:06;07.03.23 17:06;;;
ModifyItem;07.03.23 17:19;07.03.23 17:19;;;
GetItemList;07.03.23 17:31;07.03.23 17:31;;;
SetDeliveryAddress;07.03.23 17:57;07.03.23 17:57;;;
ModifyOrder;07.03.23 18:10;07.03.23 18:10;;;
GetTrackingData;07.03.23 18:23;07.03.23 18:23;;;
GetItemList;7/3/2023 18:36:09.061;07.03.23 18:36;;;
ModifyItem;07.03.23 18:49;07.03.23 18:49;;;
AddItemToOrder;07.03.23 19:01;07.03.23 19:01;;;
GetItem;07.03.23 19:14;07.03.23 19:14;;;
ModifyOrder;07.03.23 19:27;07.03.23 19:27;;;
GetItemList;07.03.23 19:40;07.03.23 19:40;;;
GetPaymentMethods;07.03.23 19:53;07.03.23 19:53;;;
SendNotification;07.03.23 20:06;07.03.23 20:06;;;
GetTrackingData;07.03.23 20:18;07.03.23 20:18;;;
GetItem;07.03.23 20:31;07.03.23 20:31;;;
GetPaymentMethods;07.03.23 20:44;07.03.23 20:44;;;
GetPaymentList;07.03.23 20:57;07.03.23 20:57;;;
GetItem;07.03.23 21:10;07.03.23 21:10;;;
GetPaymentMethods;7/3/2023 21:23:15.051;07.03.23 21:23;;;
GetTrackingData;07.03.23 21:36;07.03.23 21:36;;;
GetOrderList;07.03.23 21:48;07.03.23 21:48;;;
GetOrderList;07.03.23 22:01;07.03.23 22:01;;;
GetItemList;07.03.23 22:14;07.03.23 22:14;;;
GetItemList;07.03.23 22:27;07.03.23 22:27;;;
SendNotification;07.03.23 22:40;07.03.23 22:40;;;
ModifyItem;07.03.23 22:53;07.03.23 22:53;;;
SendNotification;07.03.23 23:06;07.03.23 23:06;;;
SendNotification;07.03.23 23:18;07.03.23 23:18;;;
GetOrder;07.03.23 23:31;07.03.23 23:31;;;
GetPaymentList;07.03.23 23:44;07.03.23 23:44;;;
